,violent,crime_type,unique_id,gender,age,race,marital_stat,is_military,year_arrested,year_admitted,ntimes_arrested,age_arrest_first,violent_first,probation_yn,ntimes_incarc_adult,ntimes_incarc_juv,highest_grade_attend,has_GED,has_HSD,had_job,public_assist_prior,monthly_income_prior,family_makeup,child_caretaker_welfare,child_caretaker_substabuse,parents_servetime,family_servetime,commit_crime_juv,age_crime_first,forcible_sex,phys_abuse,age_drink_first,drink_frequency,used_heroin,used_meth,used_barbiturates,used_crack,used_cocaine,used_pcp,used_ecstacy,used_lsd,used_pot
2468,1,1,2469,male,20,white,never_marr,0,2001,2002,4.0,10.0,1,1,0.0,2.0,12.0,0,1,1,1,300.0,mother,1,1,1,0,1,17.0,0,1,7.0,10,0,0,0,0,0,0,0,0,1
2471,1,1,2472,male,19,white,never_marr,0,2001,2003,0.0,18.9689288635,0,0,2.0,0.0,9.0,0,0,1,0,0.0,mother,0,0,0,0,1,17.0,0,0,17.0,0,0,0,0,0,0,0,0,0,1
2473,0,2,2474,male,23,black,never_marr,0,2003,2003,2.0,17.0,0,1,2.0,0.0,12.0,0,1,1,0,300.0,both,0,0,0,0,0,13.8279620853,0,0,19.0,7,0,0,0,0,0,0,0,0,1
2476,1,1,2477,male,56,white,divorced,0,1995,1995,4.0,13.0,0,1,4.0,3.0,14.0,0,1,1,0,6250.0,mother,0,0,0,0,1,13.0,0,0,13.0,6,1,1,0,1,1,1,0,1,1
2477,1,1,2478,male,54,white,divorced,0,1968,1969,2.0,18.0,0,1,2.0,0.0,9.0,0,0,1,0,900.0,mother,1,0,0,0,1,14.0,0,0,15.0,6,0,0,0,0,0,0,0,0,0
2478,1,1,2479,male,55,white,divorced,1,1992,1993,2.0,19.0,0,1,2.0,0.0,8.0,1,0,0,0,0.0,both,0,1,1,1,1,21.0,0,1,5.0,9,0,0,1,0,0,1,0,1,1
2480,1,1,2481,male,50,black,divorced,0,1992,1992,2.0,21.0,1,0,2.0,0.0,12.0,0,1,0,1,0.0,mother,1,1,0,1,1,17.0,1,0,16.0,10,1,0,0,0,1,0,0,1,1
2483,1,1,2484,male,49,white,never_marr,0,1993,1993,2.0,18.0,1,1,1.0,1.0,11.0,1,0,1,0,0.0,both,0,0,0,0,0,13.8279620853,1,1,18.0,8,0,0,0,0,0,0,0,0,1
2485,1,1,2486,male,43,white,never_marr,0,1981,1981,1.0,18.0,0,1,2.0,0.0,13.0,0,0,1,0,900.0,father,0,1,0,1,1,15.0,0,1,12.0,9,1,0,1,0,0,1,0,1,1
2488,0,4,2489,male,43,white,divorced,0,1994,1994,6.0,17.0,0,1,2.0,0.0,10.0,1,0,1,0,900.0,both,0,0,0,0,1,17.0,0,1,14.0,10,0,0,0,0,0,0,0,1,1
2489,0,2,2490,male,46,white,divorced,0,1997,1999,10.0,13.0,0,1,5.0,5.0,7.0,1,0,1,0,1350.0,mother,1,0,0,1,1,12.0,0,0,25.0,10,1,1,1,1,1,0,0,1,1
2490,1,1,2491,male,44,black,divorced,0,2000,2001,2.0,25.0,1,0,2.0,0.0,12.0,0,1,1,1,500.0,mother,0,0,0,0,0,13.8279620853,0,0,15.0,9,1,0,0,1,1,0,0,0,1
2491,1,1,2492,male,40,white,divorced,0,1985,1986,2.0,17.0,0,1,2.0,0.0,10.0,1,0,1,1,3750.0,both,1,1,0,0,1,16.0,0,0,15.0,10,0,0,0,0,0,1,0,1,1
2495,1,1,2496,male,54,white,divorced,0,1988,1988,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,0,0,300.0,grandparents,0,0,0,0,0,13.8279620853,0,0,20.0,6,0,0,0,0,0,0,0,0,1
2496,1,1,2497,male,42,white,divorced,0,1987,1989,3.0,17.0,0,0,1.0,0.0,11.0,1,0,1,0,700.0,other_rel,0,0,0,1,0,13.8279620853,0,0,18.0,9,0,0,0,0,1,0,0,0,1
2497,0,2,2498,male,38,white,never_marr,1,2003,2003,2.0,23.0,0,0,1.0,0.0,10.0,1,0,1,1,1100.0,mother,1,1,0,1,1,18.0,0,0,16.0,10,0,0,0,1,1,0,0,1,1
2498,1,1,2499,male,37,white,never_marr,0,1989,1990,1.0,17.0,0,1,1.0,0.0,10.0,1,0,1,1,300.0,father,0,1,0,0,1,12.0,0,0,12.0,10,0,0,0,0,0,0,0,1,1
2499,1,1,2500,male,30,black,never_marr,0,1990,1990,1.0,13.0,0,0,0.0,1.0,10.0,1,0,0,0,0.0,mother,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
2500,1,1,2501,male,38,white,divorced,0,1990,1990,5.0,16.0,0,1,3.0,2.0,10.0,1,0,0,0,0.0,both,0,1,1,1,1,10.0,0,1,12.0,10,1,1,1,0,1,1,0,1,1
2502,0,3,2503,male,37,black,never_marr,0,1990,1991,0.0,18.9689288635,0,0,2.0,0.0,11.0,0,0,1,0,1690.21001409,mother,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
2504,1,1,2505,male,42,white,never_marr,0,1991,1992,2.0,15.0,0,1,2.0,0.0,9.0,1,0,1,1,100.0,grandparents,1,1,1,1,1,10.0,0,1,10.0,6,0,0,0,0,0,1,0,1,1
2505,0,3,2506,male,35,black,never_marr,0,1992,1993,2.0,20.0,0,1,2.0,0.0,9.0,1,0,0,0,0.0,both,0,1,0,1,1,20.0,0,0,18.0,7,0,0,0,0,0,0,0,0,1
2507,1,1,2508,male,30,white,never_marr,0,1994,1994,3.0,15.0,0,1,2.0,1.0,10.0,1,0,0,0,6250.0,both,0,0,0,1,1,13.0,0,0,15.0,10,0,0,0,1,1,0,0,1,1
2514,0,3,2515,male,26,black,never_marr,0,1998,1998,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,3750.0,mother,1,1,0,1,1,16.0,0,1,16.0,10,0,0,0,0,0,0,0,0,1
2515,1,1,2516,male,23,white,never_marr,0,2001,2001,3.0,17.0,0,1,1.0,0.0,14.0,0,1,1,0,2250.0,both,0,0,0,0,1,12.0,0,0,15.0,6,1,0,1,0,0,1,1,1,1
2516,1,1,2517,male,24,black,never_marr,0,1998,1999,0.0,18.9689288635,0,0,2.0,0.0,11.0,1,0,1,0,0.0,mother,1,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
2517,0,2,2518,male,25,white,never_marr,0,2002,2002,3.0,14.0,0,1,2.0,1.0,10.0,1,0,1,1,1350.0,mother,1,0,1,0,1,14.0,0,0,10.0,9,1,1,1,1,1,0,1,1,1
2520,1,1,2521,male,37,white,married,1,2000,2000,2.0,24.0,0,0,1.0,0.0,9.0,1,0,1,1,500.0,both,0,0,1,1,0,13.8279620853,0,0,21.0,6,0,0,0,0,0,0,0,0,1
2521,1,1,2522,male,28,white,divorced,0,2001,2001,2.0,20.0,1,1,2.0,0.0,12.0,0,1,1,0,0.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
2523,1,1,2524,male,32,white,separated,0,2001,2001,1.0,13.0,0,1,2.0,0.0,11.0,0,0,1,0,0.0,both,0,1,0,1,1,13.0,0,0,17.0,9,0,0,0,1,1,0,1,0,1
2525,0,2,2526,male,26,white,never_marr,0,2001,2002,1.0,19.0,0,0,2.0,0.0,14.0,0,1,1,0,1350.0,both,0,0,0,0,1,13.0,0,0,17.0,8,0,0,0,0,1,0,1,1,1
2526,1,1,2527,male,40,other,divorced,0,2001,2002,0.0,18.9689288635,0,0,2.0,0.0,10.0,1,0,1,0,700.0,both,0,0,0,1,0,13.8279620853,1,0,23.0,9,0,1,0,0,0,0,0,1,1
2528,0,3,2529,male,47,black,never_marr,0,1999,2000,6.0,17.0,0,0,2.0,1.0,13.0,0,0,0,0,100.0,grandparents,1,0,0,0,1,14.0,0,0,16.0,9,0,0,0,0,0,0,0,0,1
2529,1,1,2530,male,24,black,never_marr,0,2000,2000,0.0,18.9689288635,0,0,2.0,0.0,11.0,1,0,0,0,0.0,mother,1,1,0,0,0,13.8279620853,0,0,17.0,8,0,0,0,0,0,0,0,0,1
2531,1,1,2532,male,34,white,never_marr,0,1988,1988,1.0,15.0,0,0,0.0,1.0,10.0,1,0,0,0,0.0,both,0,0,1,1,1,4.0,1,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
2534,0,3,2535,male,45,black,separated,0,2001,2002,2.0,35.0,0,1,2.0,0.0,12.0,0,0,1,0,500.0,mother,1,1,0,0,0,13.8279620853,0,0,13.0,10,0,0,0,1,1,0,0,1,1
2535,1,1,2536,male,36,black,married,0,1993,1993,4.0,13.0,0,1,2.0,0.0,11.0,1,0,1,0,1350.0,mother,1,0,0,0,1,13.0,0,0,15.0,10,0,0,0,0,0,0,0,0,1
2537,1,1,2538,male,32,white,never_marr,0,2001,2003,4.0,16.0,0,1,4.0,0.0,11.0,0,0,1,0,1350.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,1,0,0,1,1
2540,0,3,2541,male,30,black,married,0,2002,2003,7.0,19.0,0,1,2.0,0.0,11.0,0,0,0,0,7500.0,mother,0,0,0,1,1,12.0,0,0,22.0,9,0,0,0,0,1,0,0,0,1
2542,1,1,2543,male,33,white,never_marr,0,1995,1996,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,0,1,0,3750.0,father,1,1,1,0,1,16.0,1,1,15.0,9,0,0,1,0,1,1,0,1,1
2544,0,4,2545,male,22,black,never_marr,0,2001,2002,2.0,16.0,1,0,2.0,0.0,11.0,0,0,1,0,500.0,mother,1,0,0,1,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
2545,1,1,2546,male,31,black,never_marr,0,1995,1996,3.0,15.0,1,1,1.0,1.0,11.0,1,0,1,1,1750.0,mother,1,1,1,0,1,14.0,1,0,20.0,0,0,0,0,0,1,0,0,0,1
2550,0,2,2551,male,20,black,never_marr,0,2001,2001,8.0,12.0,1,1,1.0,5.0,8.0,1,0,1,0,3750.0,mother,1,1,1,1,1,14.0,0,0,16.0,6,0,0,0,0,0,0,1,0,1
2552,1,1,2553,male,33,white,never_marr,0,1999,2000,4.0,18.0,1,1,1.0,0.0,10.0,1,0,1,0,1350.0,both,0,0,0,0,1,14.0,1,0,14.0,10,0,1,0,1,1,0,0,1,1
2554,1,1,2555,male,35,black,never_marr,0,1996,1997,3.0,16.0,0,1,2.0,1.0,9.0,0,0,0,0,0.0,mother,1,0,0,1,0,13.8279620853,1,0,18.0,8,0,0,0,0,0,0,0,0,1
2555,1,1,2556,male,67,white,married,0,1999,1999,1.0,30.0,0,0,2.0,0.0,15.0,0,1,1,0,1750.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
2556,0,4,2557,male,44,white,widowed,0,2000,2002,5.0,23.0,0,1,2.0,0.0,10.0,0,0,1,0,2250.0,both,0,0,0,0,0,13.8279620853,0,0,16.0,10,0,0,0,0,0,0,0,0,0
2557,1,1,2558,male,48,black,divorced,1,1987,1987,4.0,23.0,1,0,1.0,0.0,12.0,0,1,1,0,700.0,both,0,0,0,1,1,19.0,0,0,20.0,10,1,1,1,1,1,1,0,1,1
2560,0,2,2561,male,50,black,divorced,0,2002,2002,9.0,19.0,0,1,2.0,0.0,7.0,0,0,1,0,500.0,mother,1,0,0,1,1,10.0,0,0,13.0,0,1,0,0,0,0,0,0,0,0
2563,0,4,2564,male,35,white,never_marr,0,2002,2002,3.0,21.0,0,0,2.0,0.0,12.0,0,1,1,0,900.0,both,0,0,0,0,0,13.8279620853,0,0,12.0,10,0,0,0,1,1,0,1,1,1
2564,0,4,2565,male,27,black,never_marr,0,2002,2003,2.0,18.0,0,1,2.0,0.0,10.0,0,0,1,0,0.0,mother,1,0,0,1,0,13.8279620853,0,0,21.0,9,0,0,0,0,0,0,0,0,1
2565,1,1,2566,male,35,white,married,1,2002,2002,7.0,21.0,0,1,2.0,0.0,13.0,0,1,1,0,1750.0,both,1,0,1,1,0,13.8279620853,1,1,14.0,9,0,0,0,0,0,0,0,0,1
2568,1,1,2569,male,38,black,never_marr,0,1983,1983,4.0,17.0,1,0,2.0,0.0,10.0,1,0,0,0,0.0,both,0,0,0,0,0,13.8279620853,0,0,17.0,10,0,0,0,0,0,0,0,0,1
2572,1,1,2573,male,36,white,never_marr,0,1993,1994,1.0,10.0,1,0,2.0,0.0,4.0,0,0,0,0,0.0,mother,1,0,1,0,0,13.8279620853,1,0,18.0,0,0,0,0,1,0,0,0,0,1
2573,0,2,2574,male,33,white,mar_unknown,0,9998,2002,1.0,18.9689288635,0,0,2.0,0.0,10.8733575272,0,0,0,0,0.0,mother,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
2579,1,1,2580,male,25,black,never_marr,0,1995,1996,2.0,16.0,1,0,2.0,0.0,11.0,1,0,0,0,0.0,both,1,1,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
2582,1,1,2583,male,31,white,married,0,1999,1999,10.0,18.9689288635,0,1,7.0,0.0,11.0,1,0,1,0,1350.0,mother,1,1,1,1,0,13.8279620853,0,1,15.9622498484,0,0,0,0,0,0,0,0,0,0
2583,1,1,2584,male,51,white,never_marr,0,1991,1991,7.0,22.0,1,1,2.0,0.0,11.0,0,0,1,1,500.0,both,1,0,0,1,1,15.0,1,1,9.0,10,0,0,1,0,0,0,0,0,1
2584,1,1,2585,male,40,black,never_marr,0,1991,1992,0.0,18.9689288635,0,0,2.0,0.0,10.0,0,0,0,1,1690.21001409,mother,0,1,0,1,1,18.0,0,0,13.0,10,0,0,0,1,0,0,0,0,1
2586,1,1,2587,male,30,black,never_marr,0,1992,1992,0.0,18.9689288635,0,0,2.0,0.0,8.0,1,0,1,1,300.0,grandparents,1,0,1,0,0,13.8279620853,0,0,17.0,6,0,0,0,0,0,0,0,0,0
2587,1,1,2588,male,55,black,divorced,0,1995,1995,5.0,20.0,1,1,2.0,0.0,13.0,0,1,1,0,1100.0,both,0,0,0,1,0,13.8279620853,0,0,16.0,10,0,0,0,0,0,0,0,0,1
2588,1,1,2589,male,49,black,divorced,0,1994,1994,13.0,18.0,0,1,5.0,0.0,10.0,1,0,0,0,3750.0,mother,0,0,0,0,1,17.0,0,0,28.0,7,1,0,0,0,1,0,0,0,1
2589,0,2,2590,male,52,black,married,1,2002,2002,5.0,26.0,0,0,2.0,0.0,7.0,0,0,1,0,700.0,grandparents,0,0,0,1,1,27.0,0,0,23.0,9,1,0,0,0,0,0,0,0,0
2597,0,2,2598,male,32,white,divorced,0,2002,2003,10.0,13.0,0,1,2.0,0.0,11.0,0,0,0,0,0.0,mother,1,0,0,0,0,13.8279620853,0,0,22.0,10,0,0,0,0,0,0,0,0,1
2598,1,1,2599,male,34,native_am,never_marr,0,1989,1990,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,0.0,mother,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
2600,1,1,2601,male,39,black,never_marr,0,1990,1991,0.0,18.9689288635,0,0,2.0,0.0,9.0,1,0,1,0,300.0,foster,0,0,0,0,0,13.8279620853,0,0,17.0,10,0,0,0,1,0,0,0,0,1
2601,1,1,2602,male,39,white,married,1,1991,1991,0.0,18.9689288635,0,0,2.0,0.0,14.0,0,1,1,0,1350.0,both,0,0,0,1,0,13.8279620853,1,1,18.0,8,0,0,0,0,0,0,0,0,0
2603,1,1,2604,male,66,white,divorced,0,1992,1993,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,3750.0,grandparents,0,1,1,0,0,13.8279620853,1,1,50.0,9,0,0,0,0,0,0,0,0,1
2604,1,1,2605,male,29,black,never_marr,0,1993,1993,5.0,17.0,0,0,2.0,0.0,9.0,0,0,0,0,7500.0,both,1,1,0,1,1,12.0,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
2605,1,1,2606,male,46,white,divorced,0,1993,1994,5.0,18.0,0,1,1.0,0.0,9.0,1,0,1,0,100.0,father,0,1,0,0,0,13.8279620853,0,0,16.0,6,0,0,0,0,0,0,0,0,1
2606,1,1,2607,male,27,white,never_marr,0,1993,1994,0.0,18.9689288635,0,0,2.0,0.0,11.0,1,0,1,0,300.0,both,0,0,1,0,0,13.8279620853,1,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
2607,0,2,2608,male,42,white,divorced,0,1998,1999,6.0,17.0,0,1,1.0,0.0,12.0,1,0,1,0,2250.0,mother,1,1,0,0,1,15.0,0,0,15.0,9,0,0,0,1,1,0,0,1,1
2608,1,1,2609,male,31,white,married,0,1994,1996,0.0,18.9689288635,0,0,2.0,0.0,10.0,1,0,1,1,900.0,both,1,0,0,1,1,12.0,0,0,21.0,7,0,0,0,0,0,0,0,0,1
2610,1,1,2611,male,42,white,never_marr,0,1996,1997,5.0,28.0,0,1,2.0,0.0,17.0,0,0,0,0,500.0,mother,0,0,0,0,1,15.0,0,0,14.0,10,0,0,0,0,1,0,0,0,1
2613,1,1,2614,male,40,black,never_marr,0,1998,1999,1.0,20.0,0,1,2.0,0.0,10.0,0,0,1,0,0.0,father,0,0,0,0,0,13.8279620853,0,0,17.0,9,0,0,0,0,0,0,0,0,1
2614,1,1,2615,male,24,black,never_marr,0,1998,1998,9.0,11.0,1,1,0.0,5.0,6.0,1,0,0,0,6250.0,father,1,0,0,1,1,12.0,0,1,15.0,10,0,0,0,0,1,0,0,0,1
2615,1,1,2616,male,29,black,never_marr,0,1997,1998,3.0,16.0,0,1,3.0,0.0,9.0,0,0,1,0,300.0,mother,1,0,0,1,1,13.0,1,0,11.0,8,0,0,0,0,0,0,0,0,1
2617,1,1,2618,male,48,white,divorced,1,1998,1999,6.0,15.0,0,1,2.0,0.0,11.0,1,0,1,0,3750.0,both,1,1,0,1,1,12.0,0,1,12.0,10,0,1,1,1,1,1,0,1,1
2618,1,1,2619,male,22,black,never_marr,0,1998,1999,3.0,16.0,0,1,2.0,0.0,9.0,1,0,0,1,1100.0,mother,1,0,0,0,1,14.0,0,0,15.0,7,0,0,0,0,0,0,0,0,1
2619,0,2,2620,male,24,white,never_marr,0,1999,1999,26.0,13.0,1,1,1.0,1.0,10.0,1,0,1,0,7500.0,father,0,1,1,1,1,9.0,0,1,16.0,7,0,1,0,0,1,1,0,1,1
2623,1,1,2624,male,38,white,never_marr,0,2000,2001,3.0,22.0,0,1,2.0,0.0,10.0,1,0,1,0,1350.0,mother,1,0,0,0,1,14.0,0,0,13.0,10,0,1,1,1,1,0,1,1,1
2629,1,1,2630,male,40,white,divorced,0,2000,2001,2.0,33.0,0,1,2.0,0.0,14.0,0,1,1,0,3750.0,both,0,0,0,0,1,14.0,0,0,14.0,7,0,0,0,0,1,0,0,0,1
2630,1,1,2631,male,29,white,married,0,2001,2001,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,1100.0,mother,1,0,0,0,0,13.8279620853,1,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
2635,1,1,2636,male,28,white,never_marr,0,2001,2002,0.0,18.9689288635,0,0,2.0,0.0,18.0,0,1,1,0,900.0,both,0,0,0,0,0,13.8279620853,0,0,23.0,8,0,0,0,0,0,0,0,0,0
2636,1,1,2637,male,40,white,married,0,2002,2002,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,3750.0,both,0,0,0,0,0,13.8279620853,0,0,21.0,0,0,0,0,0,0,0,0,0,0
2637,1,1,2638,male,20,native_am,never_marr,0,2002,2003,3.0,13.0,1,1,0.0,2.0,9.0,1,0,1,0,1100.0,both,1,1,1,1,1,9.0,0,0,14.0,9,0,0,0,0,1,0,0,1,1
2638,0,2,2639,male,27,white,never_marr,0,2003,2003,6.0,18.0,0,1,1.0,0.0,12.0,0,1,1,0,500.0,mother,0,1,0,0,1,12.0,0,0,17.0,9,0,0,1,0,1,0,1,1,1
2639,0,3,2640,male,23,black,never_marr,0,2000,2003,7.0,16.0,0,0,2.0,0.0,10.0,0,0,0,1,300.0,other_rel,1,0,0,1,0,13.8279620853,0,0,17.0,6,0,0,0,0,0,0,0,0,1
2640,0,4,2641,male,19,black,never_marr,0,2003,2003,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,0,0,1,100.0,mother,0,0,0,0,1,13.0,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
2641,0,3,2642,male,31,black,married,0,2002,2002,11.0,23.0,0,1,1.0,0.0,14.0,0,0,0,0,7500.0,mother,1,0,0,0,0,13.8279620853,0,0,16.0,9,0,0,0,0,1,0,0,0,1
2642,0,2,2643,male,38,black,never_marr,0,1990,1991,4.0,18.9689288635,0,0,2.0,0.0,7.0,1,0,0,0,0.0,mother,0,1,0,0,0,13.8279620853,1,1,10.0,10,1,0,0,1,1,0,0,0,1
2643,1,1,2644,male,63,white,never_marr,0,1993,1993,0.0,18.9689288635,0,0,2.0,0.0,10.0,0,0,0,1,0.0,mother,1,0,0,0,0,13.8279620853,0,0,20.0,6,0,0,0,0,0,0,0,0,0
2645,1,1,2646,male,36,black,separated,0,2000,2000,5.0,33.0,1,1,2.0,0.0,11.0,1,0,1,0,1350.0,mother,1,0,1,0,0,13.8279620853,0,0,25.0,0,0,0,0,0,0,0,0,0,0
2646,1,1,2647,male,22,white,never_marr,0,2000,2000,0.0,18.9689288635,0,0,2.0,0.0,11.0,1,0,1,1,100.0,mother,1,0,0,1,0,13.8279620853,0,0,18.0,0,0,0,0,0,0,0,0,0,1
2647,1,1,2648,male,40,white,divorced,0,1995,1995,1.0,24.0,0,1,2.0,0.0,10.0,1,0,1,0,300.0,mother,0,0,0,1,1,9.0,0,1,17.0,6,0,1,0,1,1,0,0,0,1
2649,1,1,2650,male,59,white,divorced,1,1999,2000,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,1,700.0,both,0,0,0,0,0,13.8279620853,0,0,21.0,0,0,0,0,0,0,0,0,0,0
2650,1,1,2651,male,41,black,never_marr,0,1984,1984,2.0,18.9689288635,1,1,2.0,0.0,10.0,1,0,1,0,100.0,both,1,0,0,0,1,13.0,0,0,13.0,10,0,0,0,0,0,0,0,0,1
2652,1,1,2653,male,69,white,divorced,1,1995,1995,1.0,51.0,1,1,1.0,0.0,11.0,0,0,1,0,500.0,both,0,1,0,1,0,13.8279620853,0,1,18.0,9,0,0,0,0,0,0,0,0,0
2654,0,4,2655,male,22,white,never_marr,0,2003,2003,6.0,10.0,0,1,1.0,0.0,12.0,1,0,1,0,500.0,father,1,0,1,0,1,10.0,0,1,14.0,0,0,0,0,0,1,0,1,1,1
2655,1,1,2656,male,42,white,married,0,1998,1999,0.0,18.9689288635,0,0,2.0,0.0,12.0,1,0,1,0,1100.0,both,0,0,0,0,1,20.0,0,0,17.0,9,0,0,0,0,0,0,0,0,1
2657,1,1,2658,male,44,white,never_marr,0,2001,2001,1.0,35.0,0,1,1.0,0.0,12.0,0,1,1,0,1100.0,both,0,0,0,1,0,13.8279620853,0,0,15.0,9,0,0,0,0,0,0,0,0,1
2658,1,1,2659,male,38,black,never_marr,0,1999,2000,3.0,18.0,1,1,1.0,0.0,10.0,1,0,1,0,1350.0,mother,0,0,1,1,0,13.8279620853,0,0,25.0,9,0,0,0,0,0,0,0,0,1
2659,1,1,2660,male,40,white,never_marr,0,2002,2003,2.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,700.0,other_rel,0,0,0,0,0,13.8279620853,0,0,21.0,9,0,0,0,0,0,0,0,0,0
2660,1,1,2661,male,22,black,never_marr,0,2001,2001,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,100.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
2662,1,1,2663,male,21,white,married,0,2002,2003,6.0,15.0,0,1,0.0,0.0,11.0,1,0,1,1,2250.0,mother,0,0,1,0,1,15.0,0,0,13.0,0,0,1,0,0,1,0,1,1,1
2663,1,1,2664,male,45,black,never_marr,0,2001,2001,1.0,19.0,0,1,2.0,0.0,9.0,0,0,1,0,1100.0,both,0,0,0,0,0,13.8279620853,0,0,19.0,9,0,0,0,1,1,0,0,0,1
2665,1,1,2666,male,35,white,divorced,0,1991,1991,1.0,16.0,0,0,2.0,0.0,7.0,0,0,1,0,1100.0,mother,0,0,1,0,0,13.8279620853,1,0,18.0,10,0,0,0,0,0,0,0,0,0
2667,1,1,2668,male,38,black,divorced,1,2001,2001,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,0.0,father,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
2668,1,1,2669,male,44,white,divorced,0,1998,1999,3.0,16.0,0,1,2.0,0.0,12.0,0,1,1,0,3750.0,both,0,0,0,0,1,10.0,0,1,16.0,10,0,0,0,0,0,0,0,0,1
2669,1,1,2670,male,57,white,never_marr,0,1992,1992,5.0,17.0,1,1,5.0,0.0,16.0,0,0,1,0,2250.0,both,0,0,0,1,1,16.0,1,1,15.0,0,0,0,0,0,1,0,0,1,1
2670,1,1,2671,male,43,black,divorced,1,1999,2000,2.0,37.0,0,0,2.0,0.0,12.0,0,1,1,0,1350.0,both,0,1,0,1,0,13.8279620853,0,0,18.0,9,0,0,0,0,1,0,0,0,1
2673,1,1,2674,male,40,white,never_marr,0,2002,2002,0.0,18.9689288635,0,0,2.0,0.0,13.0,0,1,1,0,100.0,both,0,1,0,1,0,13.8279620853,0,1,18.0,0,0,0,0,0,0,0,0,0,1
2674,1,1,2675,male,31,white,never_marr,0,1997,1997,3.0,18.0,0,1,1.0,0.0,14.0,0,1,1,0,900.0,mother,1,0,0,0,1,15.0,0,1,20.0,8,0,0,0,0,0,0,0,0,1
2675,1,1,2676,male,29,black,never_marr,0,1992,1992,1.0,17.0,0,0,2.0,0.0,11.0,0,0,0,0,100.0,both,1,0,0,1,1,14.0,0,0,14.0,10,0,0,0,0,0,0,0,0,1
2676,1,1,2677,male,40,black,married,0,1989,1991,2.0,24.0,0,1,2.0,0.0,10.0,0,0,1,0,500.0,grandparents,0,1,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,1,0,0,0,1
2679,1,1,2680,male,40,black,separated,0,2003,2003,6.0,17.0,0,0,1.0,0.0,12.0,0,0,1,0,1750.0,mother,1,1,0,0,1,18.0,0,0,21.0,7,0,0,0,1,0,0,0,0,1
2680,1,1,2681,male,41,white,divorced,1,1992,1992,8.0,14.0,0,1,2.0,0.0,10.0,1,0,1,1,0.0,both,1,1,1,0,1,14.0,0,1,5.0,10,0,1,1,0,1,1,0,1,1
2681,1,1,2682,male,37,black,separated,0,2000,2000,4.0,20.0,0,1,2.0,0.0,12.0,0,1,1,1,500.0,family_unknown,1,1,0,1,1,3.0,0,0,3.0,0,0,0,0,0,0,0,0,0,1
2682,1,1,2683,male,31,white,married,0,2000,2001,1.0,22.0,0,1,2.0,0.0,11.0,1,0,1,1,3750.0,both,0,0,0,0,0,13.8279620853,0,0,16.0,6,0,0,0,0,0,0,0,0,0
2684,1,1,2685,male,48,white,divorced,1,1999,1999,1.0,30.0,0,1,2.0,0.0,12.0,0,1,1,0,2250.0,mother,0,0,0,1,0,13.8279620853,0,0,14.0,0,0,0,0,0,0,0,0,0,1
2686,1,1,2687,male,37,white,divorced,1,1999,1999,1.0,16.0,0,0,2.0,0.0,12.0,0,1,1,0,300.0,mother,0,1,0,0,1,12.0,1,0,14.0,10,0,1,1,0,1,1,0,1,1
2687,1,1,2688,male,52,white,never_marr,0,1993,1993,5.0,15.0,0,1,3.0,0.0,13.0,0,0,1,0,1100.0,father,0,0,0,1,0,13.8279620853,1,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
